Label	ImageNumber	X_cordinate	Y_cordinate
CrenatedDisc_	1	25.346786248131536	19.844544095665167
CrenatedDisc_	1	74.38107752956634	21.645203679369246
CrenatedDisc_	1	168.12730318257957	21.807370184254605
CrenatedDisc_	1	217.7168508287293	21.587016574585643
CrenatedDisc_	1	119.89031339031341	24.149572649572647
CrenatedDisc_	1	264.06779661016947	24.518644067796608
CrenatedDisc_	1	71.99038461538461	69.35164835164835
CrenatedDisc_	1	117.54621848739497	70.01680672268907
CrenatedDisc_	1	216.53114186851207	70.26989619377161
CrenatedDisc_	1	22.72151898734177	71.49005424954792
CrenatedDisc_	1	257.8992	70.6384
CrenatedDisc_	1	170.24772036474164	71.22948328267478
CrenatedDisc_	1	72.27055702917774	116.85941644562334
CrenatedDisc_	1	216.1781767955801	118.25
CrenatedDisc_	1	24.359635811836114	120.98179059180576
CrenatedDisc_	1	170.81934566145094	122.13371266002844
CrenatedDisc_	1	264.20656634746916	121.44870041039671
CrenatedDisc_	1	118.68188105117564	122.9557399723375
CrenatedDisc_	1	26.33968804159445	164.79202772963606
CrenatedDisc_	1	72.79881656804734	165.81508875739644
CrenatedDisc_	1	168.8746312684366	166.95575221238937
CrenatedDisc_	1	215.96476964769647	167.5149051490515
CrenatedDisc_	1	263.99210110584517	167.71879936808847
CrenatedDisc_	1	118.5148095909732	168.9816643159379
CrenatedDisc_	1	24.765645805592545	212.288948069241
CrenatedDisc_	1	122.0984654731458	215.7864450127877
CrenatedDisc_	1	71.98041958041958	218.5370629370629
CrenatedDiscoid	2	166.2993079584775	19.946366782006923
CrenatedDiscoid	2	23.954285714285717	22.018571428571423
CrenatedDiscoid	2	215.6121842496285	21.367013372956905
CrenatedDiscoid	2	119.15817694369973	23.3739946380697
CrenatedDiscoid	2	310.1951566951567	23.41025641025641
CrenatedDiscoid	2	71.62937062937063	25.08111888111889
CrenatedDiscoid	2	267.85140562248995	26.10575635876841
CrenatedDiscoid	2	73.09681881051176	68.95573997233747
CrenatedDiscoid	2	117.7256176853056	69.15864759427828
CrenatedDiscoid	2	312.31758530183725	70.06299212598425
CrenatedDiscoid	2	217.14241001564946	70.33333333333333
CrenatedDiscoid	2	22.802308802308804	72.4098124098124
CrenatedDiscoid	2	166.50565428109854	73.43941841680127
CrenatedDiscoid	2	263.86315789473684	74.98195488721805
CrenatedDiscoid	2	73.57604306864064	117.03364737550473
CrenatedDiscoid	2	24.747759282970552	117.99615877080666
CrenatedDiscoid	2	213.2397660818713	118.45467836257313
CrenatedDiscoid	2	260.8442857142857	117.28857142857143
CrenatedDiscoid	2	118.3102453102453	118.43578643578644
CrenatedDiscoid	2	167.00883652430045	119.28129602356407
CrenatedDiscoid	2	311.5615491009682	119.75933609958506
CrenatedDiscoid	2	119.34626865671642	163.7223880597015
CrenatedDiscoid	2	21.357142857142858	164.6642857142857
CrenatedDiscoid	2	263.28177641653906	165.55283307810106
CrenatedDiscoid	2	213.135838150289	166.40462427745663
CrenatedDiscoid	2	72.10719131614654	168.45183175033918
CrenatedDiscoid	2	165.54852941176472	168.1102941176471
CrenatedDiscoid	2	311.9585798816568	169.25739644970415
CrenatedDiscoid	2	119.06512301013024	215.23010130246018
CrenatedDiscoid	2	311.99022801302925	213.942996742671
CrenatedDiscoid	2	24.7698986975398	215.3820549927641
CrenatedDiscoid	2	70.63872832369944	215.871387283237
CrenatedDiscoid	2	217.95068493150688	216.1438356164384
CrenatedDiscoid	2	263.00942126514127	216.08748317631225
CrenatedDiscoid	2	168.10660660660662	217.03003003003
CrenatedDiscoid	2	216.37668711656445	259.6944785276074
CrenatedDiscoid	2	74.7191489361702	262.1333333333333
CrenatedDiscoid	2	167.08857142857144	264.1142857142857
CrenatedDiscoid	2	119.25116279069769	266.74418604651163
CrenatedDiscoid	2	24.813580246913578	267.5061728395061
CrenatedSphere	3	22.011784511784512	20.828282828282827
CrenatedSphere	3	168.09819639278558	21.963927855711425
CrenatedSphere	3	70.55939524838013	23.67818574514039
CrenatedSphere	3	119.7	27.030188679245285
CrenatedSphere	3	120.125	69.71205357142857
CrenatedSphere	3	170.72592592592594	70.62037037037038
CrenatedSphere	3	69.94583333333334	74.38541666666667
CrenatedSphere	3	118.8	115.47339449541285
CrenatedSphere	3	167.51287128712872	117.9980198019802
CrenatedSphere	3	25.60072595281307	120.97096188747732
CrenatedSphere	3	70.56798245614036	119.45394736842104
CrenatedSphere	3	72.31844660194174	164.36116504854368
CrenatedSphere	3	23.40077821011673	166.8852140077821
CrenatedSpheroid	4	22.55227272727273	20.081818181818182
CrenatedSpheroid	4	263.3586497890296	21.04008438818565
CrenatedSpheroid	4	72.0794573643411	21.4031007751938
CrenatedSpheroid	4	217.9368029739777	22.327137546468396
CrenatedSpheroid	4	116.71973094170404	23.69955156950673
CrenatedSpheroid	4	164.86307053941908	24.31535269709543
CrenatedSpheroid	4	263.1260647359455	67.51959114139693
CrenatedSpheroid	4	213.87941787941787	69.28690228690229
CrenatedSpheroid	4	117.61943319838056	71.24493927125506
CrenatedSpheroid	4	166.69607843137254	70.2921568627451
CrenatedSpheroid	4	21.105461393596986	71.45574387947268
CrenatedSpheroid	4	71.16977225672878	72.88819875776397
CrenatedSpheroid	4	214.79379157427937	116.4079822616408
CrenatedSpheroid	4	119.61434977578476	116.89910313901345
CrenatedSpheroid	4	166.95375722543355	117.73025048169556
CrenatedSpheroid	4	71.04291845493563	118.53433476394848
CrenatedSpheroid	4	262.66347992351814	119.23709369024857
CrenatedSpheroid	4	22.155405405405407	120.3198198198198
CrenatedSpheroid	4	24.855263157894736	166.19924812030075
CrenatedSpheroid	4	118.36915887850469	165.04439252336448
CrenatedSpheroid	4	263.69153225806446	166.69354838709674
CrenatedSpheroid	4	69.94339622641509	166.6037735849057
CrenatedSpheroid	4	165.45247933884298	170.07644628099175
CrenatedSpheroid	4	214.2845188284519	169.09414225941418
CrenatedSpheroid	4	167.355460385439	213.9507494646681
CrenatedSpheroid	4	68.91156462585035	214.59013605442178
CrenatedSpheroid	4	117.93174061433449	215.28498293515358
CrenatedSpheroid	4	22.995798319327733	215.46008403361344
CrenatedSpheroid	4	211.5677966101695	215.625
CrenatedSpheroid	4	260.4818548387097	217.30040322580646
CrenatedSpheroid	4	164.48628884826326	262.0237659963437
CrenatedSpheroid	4	215.3816513761468	261.5321100917431
CrenatedSpheroid	4	120.7605633802817	263.0657276995305
CrenatedSpheroid	4	22.769825918762088	264.70212765957444
CrenatedSpheroid	4	72.17879417879418	267.1122661122661
Side	5	261.38809523809516	20.166666666666668
Side	5	214.55505617977528	22.988764044943817
Side	5	23.501187648456053	22.843230403800483
Side	5	70.05142857142856	21.282857142857143
Side	5	167.57603686635946	22.877880184331797
